timestamp,book,bid,ask,spread
"2023-10-01 21:52:08+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:09+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:10+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:11+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:12+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:13+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:14+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:16+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:17+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:18+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:19+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:20+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:22+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:23+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:24+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:25+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:27+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:28+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:29+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:30+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:31+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:32+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:34+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 21:52:35+00:00","usd_mxn",17.2,17.21,0.05810575246950356
