timestamp,book,bid,ask,spread
"2023-10-01 22:03:56+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:03:57+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:03:58+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:03:59+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:01+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:02+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:03+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:04+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:05+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:06+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:08+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:09+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:10+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:11+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:12+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:14+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:15+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:16+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:17+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:18+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:19+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:20+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:22+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:23+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:24+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:26+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:27+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:28+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:29+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:31+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:32+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:33+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:34+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:35+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:36+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:38+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:39+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:40+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:41+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:42+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:43+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:45+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:46+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:47+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:48+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:49+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:50+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:52+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:53+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:54+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:55+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:56+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:57+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:04:59+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:00+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:01+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:02+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:03+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:05+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:06+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:07+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:08+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:09+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:10+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:12+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:13+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:14+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:15+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:16+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:18+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:19+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:20+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:21+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:22+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:23+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:25+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:26+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:27+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:28+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:29+00:00","usd_mxn",17.2,17.21,0.05810575246950356
"2023-10-01 22:05:30+00:00","usd_mxn",17.2,17.21,0.05810575246950356
